DBID,Name/Model,Era,Year,Technology Base,Chassis,Rules Level (Current),Tonnage,Designer,Battle Value,Cost,Rating
5550,Dervish DV-10D,Republic,3101,Inner Sphere,Biped,Tournament Legal,55,Alisa Wolfstein,1762,13527238,-----
4024,Dervish DV-1S,Age of War,2520,Primitive,Biped,Advanced (Extinct),55,Catalyst Game Labs,864,4235633,-----
129,Dervish DV-6M,Star League,2610,Inner Sphere,Biped,Introductory,55,Catalyst Game Labs,1146,4813267,3.535714
4733,Dervish DV-6Mr,Jihad,3073,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1347,5061267,-----
1875,Dervish DV-6N,Late Succession Wars,3021,Inner Sphere,Biped,Introductory,55,Seraph,1168,4844267,3.833333
330,Dervish DV-7D,Late Succession Wars,3047,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1412,5310817,3.785714
1162,Dervish DV-8D,Civil War,3062,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1765,10782317,3.25
3622,"Dervish DV-8D2 ""Lightbringer""",Jihad,3071,Inner Sphere,Biped,Advanced,55,Catalyst Game Labs,1717,13158079,-----
3811,Dervish DV-9D,Jihad,3068,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1518,10435117,-----
5268,Dervish DV-TMWL,Star League,2610,Inner Sphere,Biped,Introductory,55,hughewil,1329,4919907,-----
6445,Dervish II (Black Watch) DV-1Rb,Star League,2780,Inner Sphere,Biped,Tournament Legal,55,WC65nelson,1651,10249117,-----
3084,Dervish IIC,Jihad,3085,Clan,Biped,Tournament Legal,55,ChronicRune,2526,11966517,-----
5640,Desert Blonde (Dune Wraith) DB-6S,Jihad,3085,Clan,Quad,Advanced,25,Kylo Kruis,1299,3245000,-----
5596,Desert Recluse (Dune Hunter) DRC-1M,Republic,3092,Inner Sphere (Mixed),Quad,Advanced,55,Kylo Kruis,1944,5479508,-----
5598,Desert Spider (Dune Stalker) DTP-3E,Republic,3097,Inner Sphere (Mixed),Quad,Advanced,85,Kylo Kruis,2540,8440163,-----
6125,Deva (Clan Machina) [BASE],Jihad,3085,Inner Sphere,Biped,Experimental (Extinct),70,Muddy Pete,1070,17426842,-----
6126,Deva (Machina Domini take 2) [BASE],Jihad,3085,Inner Sphere,Biped,Experimental (Extinct),70,Muddy Pete,1070,17426842,-----
6124,Deva (Machina Domini) [BASE],Jihad,3085,Inner Sphere,Biped,Experimental,70,Muddy Pete,1132,12916175,-----
2809,Deva C-DVA- [BASE],Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,70,ChronicRune,867,12114625,-----
2810,Deva C-DVA-A,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1688,15409119,-----
2811,Deva C-DVA-B,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1674,15833375,-----
2812,Deva C-DVA-C,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1709,16996281,-----
2813,Deva C-DVA-D,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1651,16354531,-----
2814,Deva C-DVA-O,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1629,15546713,-----
3189,Deva C-DVA-O (Achilleus),Jihad,3071,Inner Sphere,Biped,Advanced (Extinct),70,Catalyst Game Labs,1595,26581625,-----
2908,Deva C-DVA-O Invictus,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1584,19996463,-----
2907,Deva C-DVA-O [BASE],Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,907,18170875,-----
3223,Deva C-DVA-OA Dominus,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1727,19871619,-----
3198,Deva C-DVA-OB Infernus,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1713,20295875,-----
3224,Deva C-DVA-OC Comminus,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1743,20776869,-----
3225,Deva C-DVA-OD Luminous,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1711,20292369,-----
3226,Deva C-DVA-OE Eminus,Jihad,3072,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1686,20646925,-----
3073,Deva C-DVA-OH,Jihad,3069,Inner Sphere,Biped,Advanced (Extinct),70,ChronicRune,1840,27520875,-----
3072,Deva C-DVA-OI,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1677,20117375,-----
3286,Deva C-DVA-OS Caelestis,Jihad,3075,Inner Sphere,Biped,Advanced (Extinct),70,Catalyst Game Labs,1785,25632281,-----
4812,Deva C-DVA-OUExanimus,Jihad,3077,Inner Sphere,Biped,Advanced (Extinct),70,Catalyst Game Labs,1685,20058619,-----
2827,Deva C-DVA-X,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1483,15489338,-----
2828,Deva C-DVA-Y,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal (Extinct),70,ChronicRune,1470,15716713,-----
6498,Devastator (Sierra) DVS-2c2,Jihad,3085,Clan (Mixed),Biped,Advanced,100,khanwolverine,3627,26954000,-----
3746,Devastator DVS-1D,Late Succession Wars,3036,Inner Sphere,Biped,Introductory,100,Catalyst Game Labs,1858,9280000,-----
715,Devastator DVS-2,Late Succession Wars,3048,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2481,22238000,4.642857
1861,Devastator DVS-2L,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,Looter,2537,24228000,3.5
716,Devastator DVS-3,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2452,22030500,3.25
2839,Devastator DVS-6F,Jihad,3070,Inner Sphere,Biped,Tournament Legal (Extinct),100,ChronicRune,2207,24364500,-----
3945,Devastator DVS-X10 MUSE EARTH,Jihad,3075,Inner Sphere,Biped,Advanced,100,Catalyst Game Labs,3250,131448667,-----
2284,Devastator IIC,Civil War,3067,Clan,Biped,Tournament Legal,100,Lars,2969,23190000,3.5
1648,Devastator IIC,Early Succession Wars,2836,Clan,Biped,Tournament Legal,100,StarRaven,3308,11464000,4.625
1424,dfunk Ogre OG-1A,Jihad,3069,Clan,Biped,Tournament Legal,90,drfunk,2856,23897535,3.166667
2221,Diablo DBL-1A,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,55,master arminas,1123,4831324,3.875
2251,Diablo DBL-2A,Jihad,3075,Inner Sphere,Biped,Tournament Legal,55,master arminas,1491,5731874,4
1220,Diablo DBO-3R,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,65,#NAME?,1314,5675368,3.5
1562,Diablo DBO-4S,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,65,mud,1427,6203368,3.5
6418,"DIBALL (""GEDMI"") DIB-C1T",Civil War,3067,Clan,Biped,Tournament Legal,45,Max The Mad Mechhead,2077,10721590,-----
5874,Dilpodon,Clan Invasion,3061,Inner Sphere,Quad,Experimental (Extinct),100,Gray Noton,2027,10796000,-----
1579,Dingo,Jihad,3068,Clan,Biped,Tournament Legal,80,cain,2513,9485040,4
2104,Dire Wolf (Daishi) Obliterator MK2,Civil War,3067,Clan,Biped,Tournament Legal,100,abomination,3019,22614500,2.833333
2103,Dire Wolf (Daishi) Obliterator MKI,Civil War,3067,Clan,Biped,Tournament Legal,100,abomination,3219,23214500,2.5
2105,Dire Wolf (Daishi) Ravager,Civil War,3067,Clan,Biped,Tournament Legal,100,abomination,3306,22726500,4
2063,Dire Wolf K,Clan Invasion,3050,Clan,Biped,Tournament Legal,100,mud,3199,24350000,4.5
5254,Dirk DRK-1D,Late Succession Wars,3049,Inner Sphere,Biped,Introductory,35,hughewil,749,3266010,-----
5271,Dirk DRK-1X,Late Succession Wars,3028,Inner Sphere,Biped,Introductory,35,hughewil,809,3252510,-----
2302,Divinity DIV-WOBX,Civil War,3067,Inner Sphere,Biped,Tournament Legal,45,Kraken,1048,10039220,2.5
3990,Dola DOL-1A,Jihad,3079,Inner Sphere,Biped,Advanced,30,Catalyst Game Labs,911,6911840,-----
3408,Dola DOL-1A1,Jihad,3082,Inner Sphere,Biped,Tournament Legal,30,Catalyst Game Labs,950,6130540,-----
3533,Doloire DLR- [BASE],Republic,3121,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,1258,21108750,-----
3534,Doloire DLR-O,Republic,3121,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,2561,24330750,-----
4257,Doloire DLR-OA,Republic,3121,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,2218,23847000,-----
3535,Doloire DLR-OB,Republic,3121,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,2836,23538750,-----
6151,Doloire DLR-OBLO,Dark Age,3140,Inner Sphere (Mixed),Biped,Advanced (Extinct),80,Catalyst Game Labs,2441,24407250,-----
3536,Doloire DLR-OC,Republic,3121,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,2242,26930400,-----
4520,Doloire DLR-OD,Republic,3121,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,3071,34891800,-----
1370,Dominator DOM-2,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,95,Seraph,2208,20780175,3.5
5074,Domovoi-MB DMV-1M-MB1C,Late Succession Wars,3028,Inner Sphere,Biped,Introductory,35,Empyrus,772,3038918,-----
6330,Dragon (Imperial) DRG-1NC,Clan Invasion,3061,Clan,Biped,Tournament Legal,60,khanwolverine,2619,13046080,-----
109,Dragon DRG-1C,Star League,2752,Inner Sphere,Biped,Introductory,60,Catalyst Game Labs,1215,4894400,2.45
111,Dragon DRG-1N,Star League,2754,Inner Sphere,Biped,Introductory,60,Catalyst Game Labs,1125,4926400,3.277778
3034,Dragon DRG-1N-R,Jihad,3068,Inner Sphere,Biped,Tournament Legal,60,Vagabond,1377,5193280,-----
1778,Dragon DRG-1NS,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,60,mud,1233,5006080,3.25
2200,Dragon DRG-1TH,Star League,2750,Inner Sphere,Biped,Tournament Legal,60,Rudel Gurken,1317,5731200,4.5
1737,Dragon DRG-2K,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,60,Erenon,1539,6134080,3.333333
3984,Dragon DRG-2Y (Yoriyoshi),Late Succession Wars,3025,Inner Sphere,Biped,Introductory,60,Catalyst Game Labs,1257,4847600,-----
4716,Dragon DRG-3J,Civil War,3067,Clan,Biped,Tournament Legal,65,Jman98,2119,6975760,-----
2207,Dragon DRG-5C3,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,60,Archilochus,1297,7574080,4
351,Dragon DRG-5N,Late Succession Wars,3047,Inner Sphere,Biped,Tournament Legal,60,Catalyst Game Labs,1223,5150080,2.6875
4741,Dragon DRG-5Nr,Jihad,3076,Inner Sphere,Biped,Tournament Legal,60,Catalyst Game Labs,1277,5358080,-----
1497,Dragon DRG-5R,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,60,Seraph,1435,5302080,1.8
1790,Dragon DRG-6R,Civil War,3062,Inner Sphere,Biped,Tournament Legal,60,ralgith,1564,5417280,1.666667
3813,Dragon DRG-7N,Civil War,3063,Inner Sphere,Biped,Tournament Legal,60,Catalyst Game Labs,1495,11217600,-----
2764,Dragon DRG-9F,Jihad,3069,Inner Sphere,Biped,Tournament Legal,60,ChronicRune,1660,9721280,-----
661,Dragon Fire DGR-3F,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1855,15771875,3.6
5631,Dragon Fire DGR-3FB,Jihad,3076,Inner Sphere,Biped,Tournament Legal,75,Kylo Kruis,1837,19012438,-----
834,Dragon Fire DGR-4F,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1900,15946875,3
2880,Dragon Fire DGR-6FC,Civil War,3065,Inner Sphere,Biped,Tournament Legal (Extinct),75,Catalyst Game Labs,1858,16989875,-----
3931,Dragon Fire DGR-6FC2 (Gregory),Civil War,3067,Inner Sphere,Biped,Tournament Legal (Extinct),75,Catalyst Game Labs,2230,16176125,-----
4148,Dragon II DRG-11K,Republic,3099,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1598,8074055,-----
4149,Dragon II DRG-11R,Republic,3102,Inner Sphere (Mixed),Biped,Advanced,65,Catalyst Game Labs,2302,18030430,-----
5510,Dragon: Outrider Refit,Republic,3130,Inner Sphere (Mixed),Biped,Tournament Legal,60,MadLarkin,1732,9928960,-----
3022,Dragonet MDRG-1G,Civil War,3062,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1274,4343620,-----
3020,Dragonet MDRG-1N,Civil War,3062,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1015,4118870,-----
3023,Dragonet MDRG-2G,Civil War,3062,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1327,4662620,-----
3021,Dragonet MDRG-2N,Civil War,3062,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1056,4358120,-----
3024,Dragonet MDRG-3G,Jihad,3068,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1152,4570183,-----
3027,Dragonet MDRG-3N,Jihad,3068,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1030,4350870,-----
3029,Dragonet MDRG-4G,Jihad,3068,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1230,4350870,-----
3028,Dragonet MDRG-4N,Jihad,3068,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1063,4358120,-----
3026,Dragonet MDRG-5G,Jihad,3068,Inner Sphere,Biped,Tournament Legal,45,Vagabond,1234,5070070,-----
2463,Dragonfly (Viper) A,Late Succession Wars,2940,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1989,11332533,3.666667
2464,Dragonfly (Viper) B,Late Succession Wars,2940,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1830,10815058,3.428571
2465,Dragonfly (Viper) C,Late Succession Wars,2940,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1344,11109408,2.166667
2466,Dragonfly (Viper) D,Late Succession Wars,2940,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1779,10967221,2.416667
2637,Dragonfly (Viper) E,Clan Invasion,3054,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1561,10715658,2.166667
3153,Dragonfly (Viper) F,Jihad,3070,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1689,10846908,-----
3154,Dragonfly (Viper) G,Jihad,3071,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1574,11375933,-----
2575,Dragonfly (Viper) H,Clan Invasion,3062,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1732,11189033,3.333333
3155,Dragonfly (Viper) I,Jihad,3068,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1580,11472533,-----
2462,Dragonfly (Viper) PRIME,Late Succession Wars,2940,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,1450,11000033,3.357143
4843,Dragonfly (Viper) U,Jihad,3077,Clan (Mixed),Biped,Tournament Legal,40,Catalyst Game Labs,1417,11148958,-----
4291,Dragonfly (Viper) Z,Jihad,3072,Clan,Biped,Experimental (Extinct),40,Catalyst Game Labs,1692,13756283,-----
2461,Dragonfly (Viper) [BASE],Late Succession Wars,2940,Clan,Biped,Tournament Legal,40,Catalyst Game Labs,700,10211833,-----
4770,Dragonfly DGY-1A,Civil War,3062,Inner Sphere,Biped,Tournament Legal,40,Rudel Gurken,1251,8624747,-----
3434,Dragoon AEM-01,Star League,2771,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1669,14398433,-----
4283,Dragoon AEM-05C,Dark Age,3141,Inner Sphere (Mixed),Biped,Advanced (Extinct),70,Catalyst Game Labs,1893,17003683,-----
1479,drfunk Hell Scream HS4,Clan Invasion,3050,Clan,Biped,Tournament Legal,85,drfunk,3302,22576506,3.25
1316,drfunk HELLRAISER HR-1,Clan Invasion,3059,Inner Sphere,Biped,Tournament Legal,55,drfunk,1464,9394240,2.916667
1319,drfunk RED DRAGON RD-1,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,drfunk,2251,28427333,2.5
1360,drfunk SPEED DEMON,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,drfunk,2310,28265333,3
1656,Druid,Jihad,3068,Clan,Biped,Tournament Legal,20,Boneshaman,568,2923740,2.214286
1673,Dryson D-3,Star League,2703,Inner Sphere,Biped,Tournament Legal,80,Warhammer: 3025,1604,8372640,2.5
4168,Duan Gung D9-G10,Jihad,3070,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,886,3796146,-----
514,Duan Gung D9-G9,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,737,3307083,2.0625
3656,Duan Gung D9-G9 (Vaughn),Jihad,3068,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,851,3369583,-----
4790,Duchess SMA-1A,Civil War,3067,Inner Sphere,Biped,Tournament Legal,40,Stinger,1305,3977727,5
515,Eagle EGL-1M,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,757,2214479,1.785714
516,Eagle EGL-2M,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,800,2237917,2
4169,Eagle EGL-3M,Jihad,3076,Inner Sphere,Biped,Advanced,25,Catalyst Game Labs,645,3019167,-----
4506,Ebony MEB-10,Jihad,3081,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,1020,5354583,-----
5870,Ebony MEB-10L,Dark Age,3150,Inner Sphere,Biped,Advanced,25,correia3,1360,9563333,-----
4507,Ebony MEB-11,Jihad,3081,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,1135,5379583,-----
4879,Ebony MEB-12,Republic,3118,Inner Sphere,Biped,Advanced,25,Catalyst Game Labs,1837,6085833,-----
4880,Ebony MEB-13,Dark Age,3137,Inner Sphere,Biped,Advanced,25,Catalyst Game Labs,700,4815000,-----
3328,Ebony MEB-9,Jihad,3081,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,1012,5460833,-----
4542,Eidolon C-EID-001,Jihad,3077,Inner Sphere,Biped,Tournament Legal (Extinct),55,Catalyst Game Labs,1505,8460262,-----
4048,Eisenfaust EFT-2,Age of War,2471,Primitive,Biped,Advanced (Extinct),45,Catalyst Game Labs,715,2626820,-----
4530,Eisenfaust EFT-4J,Age of War,2515,Inner Sphere,Biped,Introductory,45,Catalyst Game Labs,977,2882383,-----
3335,Eisenfaust EFT-7X,Jihad,3076,Inner Sphere,Biped,Tournament Legal,45,Catalyst Game Labs,1203,5844370,-----
4531,Eisenfaust EFT-8X,Jihad,3080,Inner Sphere,Biped,Advanced,45,Catalyst Game Labs,1039,5760633,-----
4762,Embracer EBC-100,Clan Invasion,3058,Inner Sphere,Quad,Tournament Legal,80,Rudel Gurken,2012,7180200,-----
4761,Embracer EBC-99,Clan Invasion,3052,Inner Sphere,Quad,Tournament Legal,80,Rudel Gurken,1898,6967800,-----
2042,Emma-O,Civil War,3067,Clan,Biped,Tournament Legal,100,Vagabond,3365,10756000,3.5
6492,Emperor (BRAVO 332) EMP-6A KIMIKO,Republic,3130,Clan (Mixed),Biped,Tournament Legal,90,khanwolverine,3128,21687550,-----
4059,Emperor EMP-1A,Age of War,2442,Primitive,Biped,Advanced (Extinct),90,Catalyst Game Labs,1453,8157650,-----
3723,Emperor EMP-5A,Age of War,2502,Inner Sphere,Biped,Introductory,90,Catalyst Game Labs,1830,7932500,-----
693,Emperor EMP-6A,Star League,2612,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,1969,18591500,3.625
3655,Emperor EMP-6A (Nerran),Civil War,3064,Inner Sphere (Mixed),Biped,Tournament Legal,90,Catalyst Game Labs,2247,18500300,-----
3724,Emperor EMP-6D,Jihad,3069,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,2382,18671300,-----
3725,Emperor EMP-6L,Jihad,3069,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,2681,12758500,-----
3726,Emperor EMP-6M,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),90,Catalyst Game Labs,2090,19410400,-----
3970,"Emperor EMP-6ME ""Mercury Elite""",Jihad,3075,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,2004,16159500,-----
3727,Emperor EMP-6S,Jihad,3069,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,2065,19068400,-----
3728,Emperor EMP-7L,Jihad,3069,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,2179,12205600,-----
5125,Emperor EMP-8L,Republic,3127,Inner Sphere,Biped,Advanced,90,Catalyst Game Labs,2370,13231600,-----
768,Enfield END-6J,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1417,8804000,3.666667
586,Enfield END-6Q,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1248,8558375,3.625
2864,Enfield END-6S,Jihad,3070,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1413,7606875,-----
4727,Enfield END-6Sr,Jihad,3072,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1361,7456875,-----
5549,Enfield END-6T,Republic,3094,Inner Sphere,Biped,Tournament Legal,50,Alisa Wolfstein,1239,6855000,-----
1362,Enforcer ENF-1E,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,50,#NAME?,1102,3545875,4
152,Enforcer ENF-4R,Star League,2777,Inner Sphere,Biped,Introductory,50,Catalyst Game Labs,1032,3527875,3.153846
3596,Enforcer ENF-4R (Daniel),Late Succession Wars,3039,Inner Sphere,Biped,Experimental (Extinct),50,Catalyst Game Labs,1357,3644875,-----
4765,Enforcer ENF-4R mod VII,Civil War,3062,Inner Sphere,Biped,Tournament Legal,50,Rudel Gurken,1490,9008375,-----
1712,Enforcer ENF-4R2,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,50,Erenon,1530,4159375,3.375
1874,Enforcer ENF-4T,Late Succession Wars,3022,Inner Sphere,Biped,Introductory,50,Seraph,1087,3628375,4.25
326,Enforcer ENF-5D,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1308,8772875,2.888889
2893,Enforcer ENF-5D (Daniel),Clan Invasion,3054,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1738,8646875,-----
1581,Enforcer ENF-6D,Civil War,3067,Inner Sphere,Biped,Tournament Legal,50,StarRaven,1771,8774000,3.75
1547,Enforcer ENF-6E,Civil War,3067,Inner Sphere,Biped,Tournament Legal,50,StarRaven,1556,9864000,2.5
1548,Enforcer ENF-6R,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,50,StarRaven,1485,8880500,3
1473,Enforcer ENF7-O,Civil War,3067,Inner Sphere,Biped,Tournament Legal,55,StarRaven,1664,10234392,3.5
1474,Enforcer ENF7-OA,Civil War,3067,Inner Sphere,Biped,Tournament Legal,55,StarRaven,1675,10273142,3.75
1475,Enforcer ENF7-OB,Civil War,3067,Inner Sphere,Biped,Tournament Legal,55,StarRaven,1963,10217342,3.5
1483,Enforcer ENF7-OC,Civil War,3067,Inner Sphere,Biped,Tournament Legal,55,StarRaven,1910,10194092,3.5
1476,Enforcer ENF7-OD,Civil War,3067,Inner Sphere,Biped,Tournament Legal,55,StarRaven,1644,10274692,3.5
5008,Enforcer II ENF-4R-2-MB1C,Clan Invasion,3055,Inner Sphere,Biped,Experimental (Extinct),50,GoldBishop2040,1289,7315000,-----
4179,Enforcer III ENF-6G,Civil War,3062,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1858,8757875,-----
4180,Enforcer III ENF-6H,Civil War,3064,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1603,8992250,-----
769,Enforcer III ENF-6M,Clan Invasion,3059,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1460,8649875,3.166667
4728,Enforcer III ENF-6Ma,Jihad,3076,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1275,8469875,-----
4181,Enforcer III ENF-6NAIS,Jihad,3074,Inner Sphere,Biped,Advanced,50,Catalyst Game Labs,1475,9807125,-----
960,Enforcer III ENF-6T,Civil War,3062,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1694,8540000,1.875
5627,Enforcer III ENF-6TB,Jihad,3079,Inner Sphere,Biped,Tournament Legal,50,Kylo Kruis,1720,11072000,-----
4729,Enforcer III ENF-7C3BS,Jihad,3075,Inner Sphere,Biped,Advanced,50,Catalyst Game Labs,1687,9261500,-----
